entry_id,network,instance,dispatch_id,op,name,core_kind,hart,predicted_start_ms,predicted_duration_ms,worker_kind_idx,worker_hart,actual_start_cycles,actual_end_cycles
0,dronet,0,0,conv2d_s8,conv_modules.0,rvv_c1,4,0.000000,1.292625,2,4,27655,71813
1,ffn_block,0,0,layernorm_s8,ln,rvv,1,0.000000,0.732333,0,1,5057,39504
2,mlp_control,0,0,linear_s8,mlp.0,rvv,0,0.000000,0.028667,0,0,10312,11361
3,mlp_control,0,1,elu_s8,mlp.1,rvv,0,0.028667,0.015125,0,0,11420,11864
4,mlp_control,0,2,linear_s8,mlp.2,rvv,0,0.043792,0.018458,0,0,11890,12398
5,mlp_control,0,3,elu_s8,mlp.3,rvv,0,0.062250,0.008250,0,0,12431,12662
6,mlp_control,0,4,linear_s8,mlp.4,rvv,0,0.070500,0.006250,0,0,12678,12897
7,mlp_control,0,5,elu_s8,mlp.5,rvv,0,0.076750,0.005125,0,0,12913,13053
8,mlp_control,0,6,linear_s8,mlp.6,rvv,0,0.081875,0.001125,0,0,13075,13108
9,dronet,0,1,maxpool2d_s8,maxpool1,rvv,0,1.292625,0.711583,0,0,72653,93934
10,dronet,0,2,batchnorm2d_s8,bn_modules.0,rvv,0,2.004208,0.030667,0,0,94365,96200
11,dronet,0,5,conv2d_s8,conv_modules.3,rvv,2,2.004208,0.165958,0,2,94826,100793
12,dronet,0,3,conv2d_batchnorm2d_s8,conv_modules.1,rvv_c1,4,2.034875,0.943875,2,4,97118,120461
13,dronet,0,4,conv2d_s8,conv_modules.2,rvv,0,2.978750,0.692292,0,0,121093,141420
14,dronet,0,6,add_s8,add,rvv,0,3.671042,0.033375,0,0,141456,142555
15,dronet,0,10,conv2d_s8,conv_modules.6,rvv_c1,4,3.704417,0.073083,2,4,143124,149885
16,dronet,0,7,batchnorm2d_s8,bn_modules.2,rvv,0,3.704417,0.010833,0,0,142841,143397
17,dronet,0,8,conv2d_batchnorm2d_s8,conv_modules.4,rvv,0,3.715250,0.283375,0,0,143431,151590
18,dronet,0,9,conv2d_s8,conv_modules.5,rvv,0,3.998625,0.367417,0,0,151669,162317
19,dronet,0,11,add_s8,add_1,rvv,0,4.366042,0.016458,0,0,162365,162830
20,dronet,0,12,batchnorm2d_s8,bn_modules.4,rvv,0,4.382500,0.006333,0,0,163056,163573
21,dronet,0,15,conv2d_s8,conv_modules.9,rvv_c1,4,4.382500,0.058542,2,4,163295,173666
22,dronet,0,13,conv2d_batchnorm2d_s8,conv_modules.7,rvv,0,4.388833,0.194167,0,0,163632,177132
23,ffn_block,0,1,linear_s8,fc1,rvv_c1,4,4.441042,3.644000,2,4,173775,293326
